basalt	joint	1	g is for the giant s causeway giant s causeway northern ireland s most spectacular tourist attraction is a prime example of columnar jointing of a basalt lava flow	basalte	commun	1	elle est dure , a une température de 0 à 1 500 °c et se compose essentiellement d une roche volcanique très commune : le basalte
lava	pasty	2	build up of the high gas pressures required to fragment this somewhat pasty lava , results in episodic explosions with booming blasts	lave	pâteux	2	péléenne , magma/lave , lave pâteuse et riche en silice , relief , dômes et aiguilles , produits , gaz brûlants et blocs de toutes tailles , caractéristiques , emission de nuées ardentes destructrices
lava	pasty	3	when the pahoehoe crust thickens and the underlying lava becomes cool , viscous , and gas-depleted , pasty lava can squeeze up through the axial fracture of the tumulus like cold toothpaste	lave	pâteux	3	au fond se dresse le puy de dôme , un dôme de lave pâteuse qui a surgi de la terre il y a environ 8 200 ans
lava	pasty	4	however , true strombolian activity is characterized by short-lived , explosive outbursts of pasty lava ejected a few tens or hundreds of meters into the air	lave	pâteux	4	selon le récit de mme katia kraft , volcanologue , qui s est rendue sur place du 12 au 27 février , un dôme de lave pâteuse , qui se gonfle en douceur , a déjà une hauteur de plus de 160 mètres
lava	pasty	5	but if the lava is thick and pasty highly viscous , the gases will not move freely but will build up tremendous pressure , and ultimately escape with explosive violence	lave	pâteux	5	un dôme de lave pâteuse et noire , qui croît quotidiennement , engorge le cratère du merapi
lava	pasty	6	pasty lava looks more like clumps of fused stone	lave	pâteux	6	la plupart sont des cônes de cendres qui ont émis de grosses coulées , mais certains , une vingtaine , sont des cratères d explosion et quatre , dont le fameux puy-de-dôme , présentent des dômes de lave pâteuse
lava	pasty	7	following the 1980 explosive eruption , more than a dozen extrusions of thick , pasty lava built a mound-shaped lava dome in the new crater	lave	pâteux	7	eruption péléenne : le cratère est rempli de lave très pâteuse ; si le dôme est percé , il s éboule et des nuées ardentes se forment et s accélèrent sur les flancs
lava	pasty			lave	pâteux	8	une trop forte concentration en silice donne des laves pâteuses qui emprisonnent les gaz
lava	pasty			lave	pâteux	9	colima mexique , émission de lave très pâteuse à partir de 2 évents ouverts dans le dôme sommital , petites nuées ardentes
lava	pasty			lave	pâteux	10	on les rencontre surtout sur les volcans émettant des laves pâteuses , contrairement aux deux autres types de coulées dont les laves sont fluides
lava	pasty			lave	pâteux	11	langila nouvelle-guinée , nombreuses explosions vulcaniennes , retombées de cendres jusqu à 6 kilomètres du volcan , coulée de lave pâteuse de 1 kilomètre de long
lava	pasty			lave	pâteux	12	son dôme de lave pâteuse explosait et s effondrait sur les flancs en nuées ardentes impressionnantes
lava	pasty			lave	pâteux	13	et plusieurs milliers d années ! si un volcan émet de la lave très pâteuse , il peut exploser brusquement sous la poussée des gaz qui se trouvent dessous
lava	pasty			lave	pâteux	14	il en surgit lentement un dôme de lave pâteuse , à une température de 900 °c , poussant comme un énorme champignon qui sort de terre
lava	pasty			lave	pâteux	15	il en sortit un dôme de lave pâteuse qui engloutit l exploitation ! la seconde éruption provoquée eut lieu en 1941 sur le vésuve , en italie
lava	basaltic	1	two of the most common kinds of basaltic lava have the hawaiian names aa and pahoehoe	lave	basaltique	1	c est-à-dire qu ils peuvent émettre pendant plusieurs années des laves basaltiques dégazées très fluides à des températures pouvant atteindre 1 175°c
lava	basaltic	2	for example , lapilli-size fragments of basaltic lava may cool quickly while airborne , to form glassy teardrop-shaped lapilli called pele s tears	lave	basaltique	2	la présence de gaz dissous favorise la fluidité et diminue la température de solidification de la lave ; leur évacuation dans l atmosphère provoque la consolidation rapide : une lave basaltique riche en gaz continue à couler à des températures de l ordre de 800 °c
lava	basaltic	3	lava flows on io have many of the same characteristics as the low-viscosity basaltic lava flows found on earth , as demonstrated in the images below	lave	basaltique	3	volcan bouclier , volcan de forme ovale , très aplati , dû à l accumulation de coulées de lave basaltique fluide
lava	basaltic	4	these hot thermal waters then ascend back through the overlying crust , where they leach out silica and numerous metals from the basaltic lava	lave	basaltique	4	a plusieurs reprises , des éruptions volcaniques gigantesques ont ravagé des surfaces grandes comme la france pendant des millénaires , formant des coulées de laves basaltiques épaisses de 1 000 mètres à 2 000 mètres
lava	basaltic	5	shield cones are broad , slightly domed volcanoes built primarily of fluid , basaltic lava	lave	basaltique	5	les laves basaltiques sont fluides et s épanchent en longues coulées
lava	basaltic	6	because of their low silica content , basaltic lavas are usually very fluid	lave	basaltique	6	tandis que les laves basaltiques s écoulent avec fluidité , les laves acides riches en silicates et en vapeur d eau ont un comportement explosif qui transforme le cristal en mini pierre ponce
lava	basaltic	7	they can occur as discrete volcanoes on basaltic lava fields , or as parasitic cones generated by flank eruptions on shield volcanoes and stratovolcanoes	lave	basaltique	7	un amoncellement de lave basaltique , sans mousses ni lichens , plongé dans une brume froide à 2 600 mètres d altitude
lava	basaltic	8	basaltic lava , with a louver silica content about 50 percent , is more fluid and may travel a long distance before congealing	lave	basaltique	8	les éruptions hawaiiennes elles sont caractérisées par l émission de lave basaltique très fluide et à haute température 1 100 °c
lava	basaltic	9	its low rim is composed of loose pieces of basaltic lava and wallrocks sandstone , shale , limestone of the underlying diatreme , as well as random chunks of ancient crystalline rocks blasted upward from great depths	lave	basaltique	9	les coulées de lave basaltique , selon leur composition , leur température , le lieu d émission ou tout simplement la pente du volcan , progressent à des vitesses très différentes
lava	basaltic	10	over the past 800 years , hekla has had a history of generating violent initial eruptions of pumice , lasting a few hours , followed by prolonged extrusion of basaltic lava from the lower part of the chamber	lave	basaltique	10	ils ressemblent aux volcans boucliers hawaiiens qui résultent de l accumulation successive de coulées de laves basaltiques
lava	basaltic	11	the pu u o o eruptive series , for example , has been erupting basaltic lava on the kilauea shield volcano since 1983	lave	basaltique	11	au fond du rift , des remontées de lave basaltique créent de nouveaux volcans
lava	basaltic	12	however , during the end stages of scoria-cone formation , it is not unusual for strombolian activity to wane and give way to the calm extrusion of basaltic lava flows	lave	basaltique	12	les trapps sont des structures volcaniques plateaux de laves basaltiques de plusieurs milliers de km2 qui correspondent à des crises volcaniques exceptionnelles de la terre tableau ix
lava	basaltic	13	the low viscosity of basaltic lavas allows them to be extruded over great distances , often producing high-volume lava flows with low aspect ratios ratio of thickness to area	lave	basaltique	13	près de 115 cratères émettent pendant plusieurs mois plus de 12 km³ de lave basaltique , recouvrant 600 km² du territoire
lava	basaltic	14	explosive hydrovolcanic eruptions of basaltic lava are sometimes called surtseyan , after the eruption off iceland in 1963	lave	basaltique	14	l examen des laves basaltiques et l exploration des fonds sous-marins , dans les années 50 , furent à l origine de la reprise , largement amendée , des recherches de wegener
lava	basaltic	15	the frequent outpouring of basaltic lava on kilauea is a fitting reminder to the faithful that pele is alive and well	lave	basaltique	15	ces îles , composées de lave basaltique , sont riches en fer et en magnésium
lava	basaltic	16	in some eruptions , basaltic lava pours out quietly from long fissures instead of central vents and floods the surrounding countryside with lava flow upon lava flow , forming broad plateaus	lave	basaltique		
lava	basaltic	17	here , numerous fissure eruptions extruded very fluid basaltic lava	lave	basaltique		
lava	basaltic	18	how do magmas of different compositions for ? why do volcanoes in the deep-ocean basins primarily extrude basaltic lava hawaii , whereas those adjacent to oceanic trenches extrude mainly andesitic lava mount st	lave	basaltique		
lava	basaltic	19	the tube morphology provides a very efficient mechanism for basaltic lava flows to travel great distances away from their source without significant heat loss	lave	basaltique		
lava	basaltic	20	shield volcanoes are built primarily of basaltic lava flows and contain only a small percentage of pyroclastic material	lave	basaltique		
lava	basaltic	21	basaltic lava flows erupt primarily from shield volcanoes , fissure systems , and scoria cones	lave	basaltique		
lava	basaltic	22	basaltic lava is less than 50 percent silica	lave	basaltique		
lava	basaltic	23	backgroun : there are a large numbers of volcanic landforms in the national park that are common on shield volcanoes and on volcanic landscapes made of basaltic lava	lave	basaltique		
